geohash7;CONNECTION_ENODEBID;CONNECTION_MOBILECHANNEL;CONNECTION_BAND;LOCATION_ALTITUDE;LOCATION_HORIZONTALACCURACY;LOCATION_VERTICALACCURACY;LOCATION_AVAILABILITY;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE;QOS_DOWNLOADTHROUGHPUTTESTSIZE;QOS_LATENCYMIN;QOS_LATENCYAVERAGE;QOS_JITTERMIN;QOS_JITTERAVERAGE;QOS_PACKETLOSSDISCARDPERCENTAGE;QOS_PACKETLOSSLOSTPERCENTAGE;QOS_ICMPLATENCYMIN;QOS_LINKDOWNSTREAMBANDWIDTH;QOS_LINKUPSTREAMBANDWIDTH;QOS_SIGNALLEVEL;QOS_ASU;QOS_DELTATRANSMITTEDBYTES;QOS_DELTARECEIVEDBYTES;QOS_DELTATRANSCEIVEDBYTES;QOS_RSSNR;QOS_TA;LOCATION_HORIZONTALACCURACYASSESSMENT;QOS_UPLOADTHROUGHPUTDNSLOOKUP;QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_DOWNLOADTHROUGHPUTDNSLOOKUP;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_SERVERRESPONSEDNSLOOKUP;QOS_ICMPLATENCYAVERAGE;QOS_ICMPPACKETLOSSLOSTPERCENTAGE;QOS_ICMPTESTCONFIGPACKETDELAY;QOS_ICMPTESTCONFIGPACKETSIZE;QOS_ICMPTESTCONFIGSENTPACKETS;QOS_ICMPTESTCONFIGTTL;QOS_ICMPTESTCONFIGBYTESSENT;QOS_ICMPTESTCONFIGARGUMENTS;QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY;QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT;QOS_ICMPTRACEROUTETESTSENTPACKETS;QOS_VISIBLECELLTOWERS;QOS_CELLBANDWIDTHS;Operador;LAT;LON;Potencia;Calidad;hora;Hora_etiq;bytes_tras;bytres_rec;bytes_tot;tiempo_conec;vel_subida;vel_bajada;Clasif_Vel_baj;CONNECTION_CATEGORY;QOS_LOCALDATE
63vtxe8;16.789,00;66.786;1700 MHz Extended AWS (Band 66);562,8;40,38;2,13;AVAILABLE;149;2.097.152;33,66;38,12;0,01;3,06;0;0;6,23;13.390;20.556;3;40;2.971.758;42.370.861;45.342.619;4;4;24,9;31;110;26;105;46;8,11;0;200;32;10;8;60;;200;30;3;9;20000;B;-34,17;-70,69;-100;-15;16;16_17;2.971.758;42.370.861;45.342.619;965;4.168,10;56.551,56;1;5G NSA;01-03-2023 16:00:00.000000
63vtx6v;524.584,00;9.360;700 MHz APT (Band 28);568,6;12,87;1;AVAILABLE;255;2.097.152;34,59;40,86;0,02;3,53;0;0;10,11;13.179;8.380;4;60;1.226.136;2.925.977;4.152.113;17;2;0;41;167;39;168;47;16,69;0;200;32;10;116;60;;200;30;3;1;;A;-34,17;-70,69;-80;-12;20;20_21;1.226.136;2.925.977;4.152.113;114;12.049,56;3.665,38;0;4G;01-03-2023 20:00:00.000000
63vtx4q;3.715,00;2.900;2600 MHz (Band 7);568;900;3,6;AVAILABLE;221;2.097.152;35,9;41,99;0,04;2,41;0;0;10,02;30.000;15.000;4;53;1.163.250;2.243.728;3.406.978;0;0;5.276,27;41;197;39;140;32;12,83;0;200;32;10;57;60;;200;30;3;2;10000, 20000;D;-34,18;-70,7;-87;-13;17;17_18;1.163.250;2.243.728;3.406.978;12;4.100,87;8.177,17;0;4G;02-03-2023 17:00:00.000000
63vv8e0;12.994,00;3.100;2600 MHz (Band 7);578;10;48;NOT_AVAILABLE;175;5.242.880;33,58;37;0;2,53;0;0;9,35;30.000;15.000;3;37;1.333.877;9.263.589;10.597.466;-1;2;5.750,98;50;209;33;109;135;13,58;0;200;32;10;55;60;;200;30;3;6;15000, 20000;C;-34,17;-70,64;-103;-13;18;18_19;1.333.877;9.263.589;10.597.466;26;18.111,67;17.702,90;1;4G;02-03-2023 18:00:00.000000
63vtx4r;12.994,00;1.125;1900 MHz (Band 2);570,3;34,4;4,8;AVAILABLE;196;2.097.152;35,73;47,39;0,09;5,97;0;0;11,72;13.165;12.441;3;35;1.318.599;3.244.376;4.562.975;0;0;4.747,34;38;140;36;101;31;17,5;0;200;32;10;245;60;;200;30;3;7;15000, 20000;C;-34,18;-70,7;-105;-16;14;14_15;1.318.599;3.244.376;4.562.975;508;11.588,85;2.882,75;0;4G;03-03-2023 14:00:00.000000
63vtx7u;12.994,00;1.125;1900 MHz (Band 2);562,3;11,51;1;AVAILABLE;319;2.097.152;37,85;76,59;0,3;10,56;0;0;15,07;30.000;15.000;3;33;10.871;3.229;14.100;6;5;0;52;524;49;214;73;15,13;80;200;32;10;54;60;;200;30;3;4;15000, 20000;C;-34,17;-70,69;-107;-13;12;12_13;10.871;3.229;14.100;54;3.915,00;7.891,42;0;4G;04-03-2023 12:00:00.000000
63vtx4q;524.584,00;3.300;2600 MHz (Band 7);567,2;24,61;1;AVAILABLE;253;2.097.152;36,57;55,05;0,01;8,27;0;0;10,55;7.863;6.473;3;36;1.287.649;2.525.769;3.813.418;5;9;2,14;55;229;20;129;71;19,36;0;200;32;10;6;60;;200;30;3;1;20000;A;-34,18;-70,7;-104;-14;12;12_13;1.287.649;2.525.769;3.813.418;528;2.522,83;14.470,91;1;4G;04-03-2023 12:00:00.000000
63vtxd2;12.994,00;1.125;1900 MHz (Band 2);573,4;21,05;1,2;AVAILABLE;161;2.097.152;35,17;38,96;0,01;3,31;0;0;8,36;5.305;7.510;4;45;1.312.958;2.607.252;3.920.210;5;7;0;33;135;20;103;24;18,45;0;200;32;10;12;60;;200;30;3;3;15000, 20000;C;-34,18;-70,69;-95;-13;13;13_14;1.312.958;2.607.252;3.920.210;120;3.601,82;25.749,31;1;4G;04-03-2023 13:00:00.000000
63vtx1n;524.584,00;3.300;2600 MHz (Band 7);572,6;20,14;1,55;AVAILABLE;330;2.097.152;37,14;45,96;0,05;4,35;0;0;8,41;5.143;5.040;2;25;1.245.472;2.405.380;3.650.852;-1;10;0;43;164;60;245;58;17,93;0;200;32;10;5;60;;200;30;3;1;;A;-34,18;-70,7;-115;-15;20;20_21;1.245.472;2.405.380;3.650.852;231;2.520,13;8.914,84;0;4G;04-03-2023 20:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);558;128,9;35,45;AVAILABLE;172;2.097.152;34,06;36,18;0,01;1,46;0;0;7,64;6.816;396;4;34;1.372.712;9.817.317;11.190.029;7;12;88,24;116;225;26;118;51;10,2;0;200;32;10;10;60;;200;30;3;2;10000;A;-34,17;-70,7;-106;-11;4;4_5;1.372.712;9.817.317;11.190.029;120;9.468,15;11.292,58;1;4G;05-03-2023 04:00:00.000000
63vtx4m;524.584,00;3.300;2600 MHz (Band 7);567,8;22,31;1;NOT_AVAILABLE;252;2.097.152;37,96;51,15;0;9,1;0;0;12,83;102.400;51.200;2;42;1.368.318;17.173.721;18.542.039;2;11;1.156,74;113;290;47;155;41;16,42;0;200;32;10;10;60;;200;30;3;2;20000;A;-34,18;-70,7;-98;-15;13;13_14;1.368.318;17.173.721;18.542.039;356;10.901,03;21.569,42;1;4G;05-03-2023 13:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);558;23,59;2,46;AVAILABLE;220;2.097.152;34,13;37,65;0,06;2,55;0;0;7,78;1.407;391;4;39;1.254.122;2.763.995;4.018.117;-1;12;5.505,88;43;146;28;142;34;9,87;0;200;32;10;248;60;;200;30;3;3;10000;A;-34,17;-70,7;-101;-13;7;7_8;1.254.122;2.763.995;4.018.117;32;3.654,87;7.553,01;0;4G;06-03-2023 07:00:00.000000
63vtx5z;524.584,00;3.300;2600 MHz (Band 7);558;12,92;1,16;AVAILABLE;268;5.242.880;36,58;70,19;0,01;9,44;0;0;78,26;1.089;317;2;23;1.475.419;9.252.099;10.727.518;-5;12;5.115,74;356;619;40;155;47;159,1;60;200;32;10;10;60;;200;30;3;1;10000, 20000;A;-34,17;-70,7;-117;-18;16;16_17;1.475.419;9.252.099;10.727.518;132;1.690,17;5.219,64;0;4G;06-03-2023 16:00:00.000000
63vtx7x;16.789,00;66.961;1700 MHz Extended AWS (Band 66);563,1;32,15;2,17;AVAILABLE;315;2.097.152;33,97;65,17;0,03;10,91;6;0;6,01;11.210;41.418;4;45;1.310.816;7.778.740;9.089.556;8;4;0,14;18;89;66;275;38;7,67;0;200;32;10;9;60;;200;30;3;5;15000;B;-34,17;-70,69;-95;-14;17;17_18;1.310.816;7.778.740;9.089.556;104;26.159,02;56.975,54;1;5G NSA;06-03-2023 17:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,5;32,19;4,29;AVAILABLE;2.567;5.242.880;37,94;63,99;0,04;7,77;7;7;8,12;102.400;51.200;4;42;2.058.903;107.132.335;109.191.238;13;5;581,07;53;177;2.027;2.455;53;9,46;0;200;32;10;5;60;;200;30;3;2;;A;-34,17;-70,68;-98;-18;23;23_24;2.058.903;107.132.335;109.191.238;1.597;10.868,17;18.226,73;1;4G;06-03-2023 23:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);558;13,85;1,32;AVAILABLE;185;2.097.152;33,33;36,42;0,01;1,7;0;0;10,67;2.146;228;4;42;1.368.039;11.942.033;13.310.072;0;10;0,01;83;197;43;115;39;33,7;0;200;32;10;6;60;;200;30;3;5;10000;A;-34,17;-70,7;-98;-11;5;5_6;1.368.039;11.942.033;13.310.072;251;9.546,16;26.565,03;1;4G;07-03-2023 05:00:00.000000
63vtx7y;12.994,00;9.485;700 MHz APT (Band 28);561,2;30,65;1;AVAILABLE;226;5.242.880;36,66;42,28;0;2,24;0;0;10,21;30.000;15.000;2;31;1.376.270;5.530.621;6.906.891;0;11;5.505,88;36;145;30;167;29;14,04;0;200;32;10;14;60;;200;30;3;1;;C;-34,17;-70,69;-109;-9;7;7_8;1.376.270;5.530.621;6.906.891;100;1.890,99;7.968,01;0;4G;07-03-2023 07:00:00.000000
63vtx6v;12.994,00;3.100;2600 MHz (Band 7);568,1;600;1,04;AVAILABLE;199;2.097.152;35,09;39,18;0,01;3,64;0;0;10,16;3.198;7.510;4;49;1.534.496;3.914.053;5.448.549;0;6;1,53;47;146;24;141;39;18,02;0;200;32;10;12;60;;200;30;3;2;15000, 20000;C;-34,17;-70,69;-91;-12;7;7_8;1.534.496;3.914.053;5.448.549;143;10.980,83;13.577,34;1;4G;07-03-2023 07:00:00.000000
63vtx5z;524.584,00;9.360;700 MHz APT (Band 28);558;16,33;1,52;AVAILABLE;3.396;2.097.152;85,62;505,48;0,29;16,96;0;0;11,67;2.014;433;4;33;1.521.399;8.483.923;10.005.322;0;12;4.896,21;60;161;145;3.331;628;82;0;200;32;10;13;60;;200;30;3;2;10000;A;-34,17;-70,7;-107;-16;13;13_14;1.521.399;8.483.923;10.005.322;40;2.121,36;1.678,39;0;4G;07-03-2023 13:00:00.000000
63vtx7p;12.994,00;3.100;2600 MHz (Band 7);567;11,71;1;AVAILABLE;248;5.242.880;36,05;45,46;0,15;6,15;0;0;10,72;10.306;5.406;3;39;1.242.748;5.605.662;6.848.410;0;3;226,41;50;140;47;153;55;16,88;0;200;32;10;10;60;;200;30;3;7;15000, 15000, 20000;C;-34,17;-70,69;-101;-14;15;15_16;1.242.748;5.605.662;6.848.410;134;3.673,43;7.078,60;0;4G;07-03-2023 15:00:00.000000
63vtx7q;524.584,00;1.000;1900 MHz (Band 2);565;10;13,62;AVAILABLE;156;2.097.152;36,22;38,88;0,06;1,89;0;0;6,7;6.410;15.000;4;45;1.180.376;2.245.080;3.425.456;1;0;0;27;113;21;87;24;8,08;0;200;32;10;6;60;;200;30;3;1;10000;A;-34,17;-70,69;-95;-8;15;15_16;1.180.376;2.245.080;3.425.456;351;3.810,38;31.510,54;1;4G;07-03-2023 15:00:00.000000
63vtx3h;3.715,00;9.610;700 MHz APT (Band 28);580,2;25,14;5,28;AVAILABLE;331;2.097.152;39,13;42,43;0;2,3;0;0;10,47;26.618;14.325;2;33;1.135.330;2.219.490;3.354.820;1;10;0;36;138;25;247;4;12,08;0;200;32;10;11;60;;200;30;3;3;10000;D;-34,18;-70,69;-107;-15;10;10_11;1.135.330;2.219.490;3.354.820;1.385;13.489,96;16.075,11;1;4G;08-03-2023 10:00:00.000000
63vtx3z;3.715,00;9.610;700 MHz APT (Band 28);577,6;11,2;1,08;AVAILABLE;338;2.097.152;39,23;43,22;0,03;2,73;0;0;9,15;5.913;3.565;4;46;1.645.355;2.290.069;3.935.424;0;0;0;42;151;26;250;54;11,71;0;200;32;10;14;60;;200;30;3;3;10000;D;-34,18;-70,69;-94;-12;10;10_11;1.645.355;2.290.069;3.935.424;13;2.459,07;8.793,38;0;4G;08-03-2023 10:00:00.000000
63vtx7q;524.584,00;3.300;2600 MHz (Band 7);565;16,71;1;AVAILABLE;270;2.097.152;33,58;41,46;0,03;3,43;0;0;10,71;9.221;15.000;3;36;1.239.001;2.310.786;3.549.787;1;0;0;34;190;27;172;31;16,23;0;200;32;10;116;60;;200;30;3;1;20000;A;-34,17;-70,69;-104;-12;18;18_19;1.239.001;2.310.786;3.549.787;98;28.919,17;6.801,11;0;4G;08-03-2023 18:00:00.000000
63vtx6s;524.584,00;3.300;2600 MHz (Band 7);569;17,9;1,59;AVAILABLE;218;2.097.152;34,27;45,65;0,48;8,69;8;0;13,6;30.000;15.000;0;54;1.199.950;3.726.650;4.926.600;-5;0;5.750,98;44;185;46;137;54;23,52;0;200;32;10;11;60;;200;30;3;3;;Otro;-34,18;-70,69;-86;-14;18;18_19;1.199.950;3.726.650;4.926.600;146;10.913,51;16.202,18;1;4G;08-03-2023 18:00:00.000000
63vtx66;524.584,00;3.300;2600 MHz (Band 7);570,6;13,43;1;AVAILABLE;232;5.242.880;34,1;44,45;1,92;9,4;0;0;15,05;30.000;15.000;4;51;1.185.201;5.550.945;6.736.146;1;0;0;53;186;36;140;62;17,77;0;200;32;10;9;60;;200;30;3;1;20000;A;-34,18;-70,69;-89;-13;10;10_11;1.185.201;5.550.945;6.736.146;2.524;11.900,07;37.191,74;1;4G;09-03-2023 10:00:00.000000
63vtx3h;3.715,00;2.900;2600 MHz (Band 7);579,8;122,4;17,62;AVAILABLE;182;2.097.152;35,88;38,61;0;2,27;0;0;9,72;33.987;28.650;1;36;1.466.999;2.260.337;3.727.336;-1;11;0;40;166;29;103;23;12,1;0;200;32;10;8;60;;200;30;3;2;20000;D;-34,18;-70,69;-104;-13;17;17_18;1.466.999;2.260.337;3.727.336;732;3.072,80;16.173,68;1;4G;09-03-2023 17:00:00.000000
63vtx63;16.789,00;1.425;1800+ MHz (Band 3);570,7;39,64;1,73;AVAILABLE;267;2.097.152;40,1;43,91;0;0,78;2;0;14,02;102.400;51.200;3;44;2.023.998;30.372.214;32.396.212;13;3;100,93;59;166;61;188;56;22,38;0;200;32;10;8;60;;200;30;3;3;;B;-34,18;-70,69;-97;-14;21;21_22;2.023.998;30.372.214;32.396.212;643;2.897,67;25.448,66;1;4G;09-03-2023 21:00:00.000000
63vtx3h;3.715,00;2.900;2600 MHz (Band 7);580,3;20,45;4,28;AVAILABLE;340;2.097.152;36,33;38,59;0,01;1,83;0;0;11,04;27.575;16.125;3;36;1.388.830;2.244.697;3.633.527;6;10;0;26;107;32;290;28;16,15;0;200;32;10;8;60;;200;30;3;1;10000;D;-34,18;-70,69;-104;-14;15;15_16;1.388.830;2.244.697;3.633.527;2.958;2.467,57;27.449,25;1;4G;10-03-2023 15:00:00.000000
63vttyp;16.789,00;1.425;1800+ MHz (Band 3);515,5;11,51;1;NOT_AVAILABLE;314;2.097.152;35,08;41,73;0,34;3,95;3;0;8,85;102.400;51.200;2;28;1.229.975;2.239.385;3.469.360;-1;4;357,9;39;242;41;135;75;12,53;0;200;32;10;8;60;;200;30;3;9;;B;-34,16;-70,75;-113;-14;15;15_16;1.229.975;2.239.385;3.469.360;862;11.214,38;9.549,14;0;4G;10-03-2023 15:00:00.000000
63vttyp;16.789,00;1.425;1800+ MHz (Band 3);515,5;11,51;1;NOT_AVAILABLE;259;5.242.880;35,34;42,24;0;3,15;12;0;11,43;102.400;51.200;3;44;1.287.118;5.534.972;6.822.090;15;3;597,9;107;255;28;159;76;21,69;0;200;32;10;12;60;;200;30;3;4;;B;-34,16;-70,75;-102;-15;18;18_19;1.287.118;5.534.972;6.822.090;2.695;9.790,17;39.145,61;1;4G;10-03-2023 18:00:00.000000
63vttyp;16.789,00;1.425;1800+ MHz (Band 3);515,5;11,51;1;NOT_AVAILABLE;276;5.242.880;34,93;41,2;0,01;1,84;0;0;18,17;102.400;51.200;3;37;1.699.085;21.051.242;22.750.327;15;3;14,42;30;214;52;180;90;52,67;0;200;32;10;8;60;;200;30;3;4;;B;-34,16;-70,75;-102;-16;21;21_22;1.699.085;21.051.242;22.750.327;5.084;20.836,17;9.133,84;0;4G;10-03-2023 21:00:00.000000
63vttyp;16.789,00;1.425;1800+ MHz (Band 3);515,6;12,8;1;NOT_AVAILABLE;259;2.097.152;35,37;41,92;0;2,35;30;0;15,51;102.400;51.200;3;41;1.299.342;5.234.532;6.533.874;14;3;780,23;33;192;50;171;78;18,79;0;200;32;10;9;60;;200;30;3;5;;B;-34,16;-70,75;-102;-15;14;14_15;1.299.342;5.234.532;6.533.874;1.083;11.080,96;48.206,93;1;4G;11-03-2023 14:00:00.000000
63vtxe7;524.584,00;3.300;2600 MHz (Band 7);569,7;92,9;16,59;AVAILABLE;256;2.097.152;37,04;41,72;0,03;3,1;0;0;12,46;102.400;51.200;3;32;1.200.661;2.213.370;3.414.031;7;5;5.115,74;37;159;39;170;36;16,42;0;200;32;10;10;60;;200;30;3;3;;A;-34,17;-70,68;-108;-18;16;16_17;1.200.661;2.213.370;3.414.031;143;19.486,67;12.740,37;1;4G;11-03-2023 16:00:00.000000
63vtx7j;12.994,00;1.125;1900 MHz (Band 2);567,9;53,85;1,17;AVAILABLE;245;2.097.152;37,83;71,39;0,01;7,69;2;1;12,52;30.000;15.000;4;44;1.249.146;2.318.524;3.567.670;0;2;0;109;271;76;176;61;51,11;0;200;32;10;13;60;;200;30;3;6;;C;-34,17;-70,69;-96;-14;18;18_19;1.249.146;2.318.524;3.567.670;92;22.265,77;4.061,16;0;4G;11-03-2023 18:00:00.000000
63vttyp;16.789,00;1.425;1800+ MHz (Band 3);515,6;12,8;1;NOT_AVAILABLE;402;2.097.152;35,72;42,69;0,01;4,26;27;0;14,8;102.400;51.200;2;34;1.472.151;17.753.197;19.225.348;15;3;794,65;33;146;39;177;77;21,3;0;200;32;10;9;60;;200;30;3;6;;B;-34,16;-70,75;-103;-14;18;18_19;1.472.151;17.753.197;19.225.348;9.374;2.885,77;31.491,73;1;4G;11-03-2023 18:00:00.000000
63vtx19;3.715,00;2.900;2600 MHz (Band 7);566,1;20;1,66;NOT_AVAILABLE;308;2.097.152;35,75;38,71;0,05;2,34;0;0;9,87;4.274;3.045;3;37;1.145.912;2.242.751;3.388.663;0;14;0,05;38;113;30;265;28;12,86;0;200;32;10;8;60;;200;30;3;1;10000, 20000;D;-34,18;-70,71;-103;-12;18;18_19;1.145.912;2.242.751;3.388.663;195;3.687,32;23.709,54;1;4G;11-03-2023 18:00:00.000000
63vtx1k;3.715,00;2.900;2600 MHz (Band 7);568,5;8,1;1,33;NOT_AVAILABLE;175;2.097.152;33,64;36,33;0;2,96;0;0;9;10.338;15.000;3;37;1.334.852;2.295.020;3.629.872;1;0;5.954,09;27;112;52;125;25;12,63;0;200;32;10;7;60;;200;30;3;1;;D;-34,18;-70,7;-103;-13;20;20_21;1.334.852;2.295.020;3.629.872;1.263;2.015,44;24.562,46;1;4G;11-03-2023 20:00:00.000000
63vtx6g;12.994,00;3.100;2600 MHz (Band 7);573,6;700;1,18;NOT_AVAILABLE;200;2.097.152;32,75;36,26;0,03;2,25;0;0;8,15;5.174;7.510;4;62;1.225.749;2.367.486;3.593.235;0;2;5,78;67;141;30;146;75;13,46;0;200;32;10;240;60;;200;30;3;3;15000, 20000;C;-34,17;-70,69;-78;-10;20;20_21;1.225.749;2.367.486;3.593.235;160;3.832,67;19.589,61;1;4G;11-03-2023 20:00:00.000000
63vttyp;16.789,00;1.425;1800+ MHz (Band 3);515,6;12,8;1;NOT_AVAILABLE;247;5.242.880;36,8;44,9;0,01;4,39;14;0;16,17;102.400;51.200;3;42;1.274.623;5.471.362;6.745.985;8;3;14,42;31;125;48;177;53;23;0;200;32;10;8;60;;200;30;3;3;;B;-34,16;-70,75;-99;-14;21;21_22;1.274.623;5.471.362;6.745.985;6.458;2.872,70;15.871,92;1;4G;11-03-2023 21:00:00.000000
63vtx19;3.715,00;2.900;2600 MHz (Band 7);566,1;20;1,61;AVAILABLE;240;2.097.152;36,56;45,62;0,55;5,94;0;0;11,22;4.274;3.045;2;31;1.630.538;7.242.638;8.873.176;0;15;0;32;115;29;133;52;21,43;0;200;32;10;15;60;;200;30;3;5;10000, 20000;D;-34,18;-70,71;-109;-13;21;21_22;1.630.538;7.242.638;8.873.176;125;595,26;11.896,36;1;4G;11-03-2023 21:00:00.000000
63vtx1m;3.715,00;2.900;2600 MHz (Band 7);568,5;20;1,33;AVAILABLE;325;2.097.152;35,56;42,38;0,02;4,21;0;0;9,69;10.763;2.014;3;41;1.445.635;2.665.282;4.110.917;1;0;0;28;115;38;274;55;13,31;0;200;32;10;7;60;;200;30;3;1;;D;-34,18;-70,7;-99;-11;22;22_23;1.445.635;2.665.282;4.110.917;3.944;4.482,73;32.840,45;1;4G;11-03-2023 22:00:00.000000
63vtx1m;3.715,00;2.900;2600 MHz (Band 7);568,5;20;1,14;AVAILABLE;246;2.097.152;34,51;38,03;0,02;3,03;0;0;10,04;14.740;6.015;3;41;1.358.467;3.433.547;4.792.014;1;0;0;445;573;43;160;63;12,66;0;200;32;10;10;60;;200;30;3;1;;D;-34,18;-70,7;-99;-12;23;23_24;1.358.467;3.433.547;4.792.014;3.944;9.545,86;49.874,88;1;4G;11-03-2023 23:00:00.000000
63vtxd8;12.994,00;1.125;1900 MHz (Band 2);572,1;20;2,02;AVAILABLE;424;2.097.152;35,13;42,71;0;3,27;0;0;11,67;4.518;3.197;3;33;1.569.230;14.242.902;15.812.132;0;7;1,13;63;215;48;250;43;14,11;0;200;32;10;16;60;;200;30;3;2;15000, 20000;C;-34,18;-70,69;-107;-14;16;16_17;1.569.230;14.242.902;15.812.132;394;8.741,79;991,57;0;4G;12-03-2023 16:00:00.000000
63vtx6v;3.715,00;9.610;700 MHz APT (Band 28);568,5;35,68;1,55;AVAILABLE;171;2.097.152;34,4;46,99;0,08;3,85;0;0;9,35;14.923;11.511;4;50;1.300.294;11.481.658;12.781.952;2;0;0;37;125;48;110;51;11,73;0;200;32;10;10;60;;200;30;3;2;10000, 20000;D;-34,17;-70,69;-90;-7;7;7_8;1.300.294;11.481.658;12.781.952;148;26.570,67;60.837,99;1;4G;13-03-2023 07:00:00.000000
63vtx6y;12.994,00;1.125;1900 MHz (Band 2);568,3;22,07;1;AVAILABLE;189;5.242.880;36,17;39,29;0,01;2,19;0;0;8,23;5.845;5.845;4;51;1.131.164;5.504.649;6.635.813;0;0;0;22;115;33;132;39;14,49;0;200;32;10;114;60;;200;30;3;3;15000, 20000;C;-34,17;-70,69;-89;-10;10;10_11;1.131.164;5.504.649;6.635.813;42;11.442,70;35.822,75;1;4G;13-03-2023 10:00:00.000000
63vtx3z;3.715,00;2.900;2600 MHz (Band 7);577,5;16,08;1;AVAILABLE;241;2.097.152;37,79;44,59;0,08;3,99;0;0;12,28;5.162;4.164;3;32;1.716.802;9.452.419;11.169.221;0;0;0;33;155;45;133;46;25,45;0;200;32;10;7;60;;200;30;3;5;20000;D;-34,18;-70,69;-108;-11;14;14_15;1.716.802;9.452.419;11.169.221;156;2.368,61;5.833,67;0;4G;13-03-2023 14:00:00.000000
63vtrnt;12.994,00;9.485;700 MHz APT (Band 28);580,4;3.500,00;30,57;AVAILABLE;497;2.097.152;36,85;57,11;0,07;9,82;0;0;18,53;30.000;15.000;0;27;1.520.413;2.485.507;4.005.920;-4;0;2.118,70;35;194;136;340;38;41,53;0;200;32;10;18;60;;200;30;3;6;;C;-34,2;-70,7;-113;-15;17;17_18;1.520.413;2.485.507;4.005.920;340;1.278,64;3.544,77;0;4G;13-03-2023 17:00:00.000000
63vtw5n;524.584,00;1.000;1900 MHz (Band 2);539,3;120,9;1;AVAILABLE;240;2.097.152;33,47;40,19;0;2,14;0;0;12,81;13.144;8.380;4;44;1.158.303;2.235.238;3.393.541;1;2;5.954,09;105;216;49;161;43;18,39;0;200;32;10;248;60;;200;30;3;1;;A;-34,17;-70,74;-96;-12;20;20_21;1.158.303;2.235.238;3.393.541;27;11.868,14;20.673,39;1;4G;13-03-2023 20:00:00.000000
63vtx0w;3.715,00;9.610;700 MHz APT (Band 28);565,7;2.100,00;1;AVAILABLE;249;2.097.152;35,62;40,37;0,02;3,24;0;0;11,52;4.817;5.715;3;32;1.441.344;2.471.734;3.913.078;0;16;10,68;31;119;49;146;32;13,99;0;200;32;10;247;60;;200;30;3;1;10000, 20000;D;-34,19;-70,7;-108;-14;21;21_22;1.441.344;2.471.734;3.913.078;165;3.781,25;2.996,08;0;4G;13-03-2023 21:00:00.000000
63vtxd8;12.994,00;1.125;1900 MHz (Band 2);572,1;2,67;14,22;AVAILABLE;299;5.242.880;32,87;43,11;0,02;4,51;0;0;8,57;4.663;9.401;3;38;1.315.178;5.575.605;6.890.783;0;6;2,17;42;161;24;213;38;16,75;0;200;32;10;16;60;;200;30;3;3;15000, 20000;C;-34,18;-70,69;-102;-14;7;7_8;1.315.178;5.575.605;6.890.783;71;9.812,86;2.606,11;0;4G;14-03-2023 07:00:00.000000
63vtwyb;3.715,00;2.900;2600 MHz (Band 7);532,3;11,58;1;AVAILABLE;220;2.097.152;35,24;38,22;0,06;2,13;0;0;10,32;102.400;51.200;4;61;1.126.383;2.210.147;3.336.530;23;6;0,06;39;132;29;152;31;11,82;0;200;32;10;11;60;;200;30;3;1;20000;D;-34,15;-70,72;-79;-17;7;7_8;1.126.383;2.210.147;3.336.530;383;31.217,65;39.094,97;1;4G;14-03-2023 07:00:00.000000
63vtx4r;3.715,00;2.900;2600 MHz (Band 7);567,8;20;1;AVAILABLE;271;5.242.880;37,63;41,72;0,08;3,17;0;0;10,89;30.000;15.000;4;50;1.266.665;5.639.592;6.906.257;1;3;4.717,56;41;137;37;153;55;12,11;0;200;32;10;8;60;;200;30;3;1;;D;-34,18;-70,7;-90;-14;15;15_16;1.266.665;5.639.592;6.906.257;1.819;3.834,07;37.776,56;1;4G;14-03-2023 15:00:00.000000
63vtxd8;12.994,00;1.125;1900 MHz (Band 2);572,1;15,18;1,23;AVAILABLE;514;2.097.152;38,39;54,73;5,26;11,88;0;0;23,72;4.623;9.401;3;33;1.319.213;2.391.145;3.710.358;0;7;0;79;213;101;292;72;37,57;0;200;32;10;12;60;;200;30;3;2;15000, 20000;C;-34,18;-70,69;-107;-14;23;23_24;1.319.213;2.391.145;3.710.358;145;3.017,17;8.000,50;0;4G;14-03-2023 23:00:00.000000
63vtx6b;16.789,00;66.961;1700 MHz Extended AWS (Band 66);567,9;1.900,00;1;AVAILABLE;264;2.097.152;36,35;46,09;0,01;3,42;9;0;14,68;11.467;15.000;4;59;1.219.739;3.011.035;4.230.774;1;7;5.750,98;151;375;40;222;55;24,31;0;200;32;10;248;60;;200;30;3;1;;A;-34,17;-70,7;-81;-13;18;18_19;1.219.739;3.011.035;4.230.774;223;14.344,82;19.085,04;1;4G;15-03-2023 18:00:00.000000
