geohash7;CONNECTION_ENODEBID;CONNECTION_MOBILECHANNEL;CONNECTION_BAND;LOCATION_ALTITUDE;LOCATION_HORIZONTALACCURACY;LOCATION_VERTICALACCURACY;LOCATION_AVAILABILITY;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTBYTE;QOS_DOWNLOADTHROUGHPUTTESTSIZE;QOS_LATENCYMIN;QOS_LATENCYAVERAGE;QOS_JITTERMIN;QOS_JITTERAVERAGE;QOS_PACKETLOSSDISCARDPERCENTAGE;QOS_PACKETLOSSLOSTPERCENTAGE;QOS_ICMPLATENCYMIN;QOS_LINKDOWNSTREAMBANDWIDTH;QOS_LINKUPSTREAMBANDWIDTH;QOS_SIGNALLEVEL;QOS_ASU;QOS_DELTATRANSMITTEDBYTES;QOS_DELTARECEIVEDBYTES;QOS_DELTATRANSCEIVEDBYTES;QOS_RSSNR;QOS_TA;LOCATION_HORIZONTALACCURACYASSESSMENT;QOS_UPLOADTHROUGHPUTDNSLOOKUP;QOS_UPLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_DOWNLOADTHROUGHPUTDNSLOOKUP;QOS_DOWNLOADTHROUGHPUTTIMETOFIRSTACCESS;QOS_SERVERRESPONSEDNSLOOKUP;QOS_ICMPLATENCYAVERAGE;QOS_ICMPPACKETLOSSLOSTPERCENTAGE;QOS_ICMPTESTCONFIGPACKETDELAY;QOS_ICMPTESTCONFIGPACKETSIZE;QOS_ICMPTESTCONFIGSENTPACKETS;QOS_ICMPTESTCONFIGTTL;QOS_ICMPTESTCONFIGBYTESSENT;QOS_ICMPTESTCONFIGARGUMENTS;QOS_ICMPTRACEROUTETESTCONFIGPACKETDELAY;QOS_ICMPTRACEROUTETESTCONFIGMAXHOPCOUNT;QOS_ICMPTRACEROUTETESTSENTPACKETS;QOS_VISIBLECELLTOWERS;QOS_CELLBANDWIDTHS;Operador;LAT;LON;Potencia;Calidad;hora;Hora_etiq;bytes_tras;bytres_rec;bytes_tot;tiempo_conec;vel_subida;vel_bajada;Clasif_Vel_baj;CONNECTION_CATEGORY;QOS_LOCALDATE
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);573;14,71;1,66;AVAILABLE;244;2.097.152;34,65;40,08;0,01;2,17;0;0;11,75;102.400;51.200;1;40;1.393.216;3.615.736;5.008.952;0;9;5.610,28;30;151;39;181;32;16,18;0;200;32;10;10;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-100;-15;10;10_11;1.393.216;3.615.736;5.008.952;1.693;17.082,93;13.117,44;1;4G;02-07-2022 10:00:00.000000
63vtx7j;12.994,00;3.100;2600 MHz (Band 7);565,9;15,94;0,97;AVAILABLE;177;2.097.152;34,3;37,87;0,07;2,31;0;0;8,31;22.501;15.044;4;53;1.260.819;2.586.769;3.847.588;19;7;0;23;131;31;111;36;12,37;0;200;32;10;2;60;;200;30;3;2;15000, 15000, 20000;C;-34,17;-70,69;-87;-8;13;13_14;1.260.819;2.586.769;3.847.588;176;13.040,81;57.847,96;1;4G;02-07-2022 13:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,8;28,1;1,97;AVAILABLE;158;2.097.152;32,84;38,26;0,05;3,85;0;0;20,82;29.233;10.567;4;50;1.244.032;3.220.793;4.464.825;12;1;5.750,98;38;209;25;106;39;33,23;0;200;32;10;16;60;;200;30;3;1;15000, 20000;B;-34,18;-70,69;-90;-10;18;18_19;1.244.032;3.220.793;4.464.825;2.404;9.167,71;27.941,93;1;4G;02-07-2022 18:00:00.000000
63vtx6t;16.789,00;2.300;1700 MHz AWS-1 (Band 4);569,5;8,41;1,03;AVAILABLE;339;2.097.152;37,66;55,38;0,14;7,5;8;0;12,63;30.000;15.000;4;50;2.706.874;5.454.822;8.161.696;-1;0;0;26;238;46;192;48;25,77;0;200;32;10;9;60;;200;30;3;3;;B;-34,18;-70,69;-90;-17;19;19_20;2.706.874;5.454.822;8.161.696;76;11.231,09;4.984,55;0;4G;02-07-2022 19:00:00.000000
63vtx7k;12.994,00;3.100;2600 MHz (Band 7);565,16;3,79;4,47;AVAILABLE;217;2.097.152;37,64;41,51;0,06;2,71;0;0;12,9;30.000;15.000;4;48;1.301.202;2.277.767;3.578.969;20;3;0;46;262;33;172;84;32,24;0;200;32;10;11;60;;200;30;3;1;;C;-34,17;-70,69;-92;-11;10;10_11;1.301.202;2.277.767;3.578.969;609;9.778,76;5.577,02;0;4G;03-07-2022 10:00:00.000000
63vtx6t;16.789,00;2.300;1700 MHz AWS-1 (Band 4);569,5;5,5;2,14;AVAILABLE;276;5.242.880;37,31;47;0,04;5,21;15;0;18,61;15.643;20.186;4;46;2.204.772;7.056.458;9.261.230;9;0;4.869,94;129;330;48;205;42;26,34;0;200;32;10;14;60;;200;30;3;2;;B;-34,18;-70,69;-94;-15;12;12_13;2.204.772;7.056.458;9.261.230;290;18.618,88;6.300,91;0;4G;03-07-2022 12:00:00.000000
63vtx3v;16.789,00;66.961;1700 MHz Extended AWS (Band 66);577,5;121,72;16,59;AVAILABLE;162;2.097.152;31,04;39,58;0,09;4,55;6;0;6,56;102.400;51.200;3;56;1.414.786;6.166.849;7.581.635;6;5;5.276,27;34;143;18;97;37;10,48;0;200;32;10;59;60;;200;30;3;1;15000;B;-34,18;-70,69;-84;-12;17;17_18;1.414.786;6.166.849;7.581.635;32;12.291,23;16.845,71;1;4G;03-07-2022 17:00:00.000000
63vtx4q;16.789,00;66.786;1700 MHz Extended AWS (Band 66);567,4;30;3,17;AVAILABLE;997;5.242.880;37,24;115,09;0,02;15,86;12;0;30,9;102.400;51.200;2;46;1.450.666;14.460.706;15.911.372;1;5;0;88;352;119;823;39;119,72;0;200;32;10;16;60;;200;30;3;3;;B;-34,18;-70,7;-94;-16;20;20_21;1.450.666;14.460.706;15.911.372;1.469;10.687,45;3.695,34;0;4G;03-07-2022 20:00:00.000000
63vtx5j;16.789,00;66.961;1700 MHz Extended AWS (Band 66);587,8;25,67;12,14;AVAILABLE;278;2.097.152;34,56;42,59;0;4,98;6;0;13,61;102.400;51.200;3;56;1.137.683;2.226.153;3.363.836;11;5;0;97;219;43;189;46;22,61;0;200;32;10;245;60;;200;30;3;3;;B;-34,17;-70,7;-84;-13;11;11_12;1.137.683;2.226.153;3.363.836;815;13.353,95;9.832,12;0;4G;04-07-2022 11:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,8;27,6;2,05;AVAILABLE;286;2.097.152;32,39;39,54;0,05;2,81;0;0;16,78;29.194;10.567;4;46;1.223.196;2.812.607;4.035.803;-3;1;1.004,91;108;282;30;155;40;25,28;0;200;32;10;15;60;;200;30;3;3;15000, 20000;B;-34,18;-70,69;-94;-14;22;22_23;1.223.196;2.812.607;4.035.803;602;19.058,31;17.588,21;1;4G;04-07-2022 22:00:00.000000
63vtx7y;3.715,00;2.900;2600 MHz (Band 7);553;6,43;14,18;AVAILABLE;803;2.097.152;37,09;42,19;0,07;3,47;0;0;73,59;102.400;51.200;2;34;1.474.700;5.587.315;7.062.015;3;9;194,6;109;728;101;486;39;75,8;0;200;32;10;19;60;;200;30;3;4;;D;-34,17;-70,69;-108;-19;1;1_2;1.474.700;5.587.315;7.062.015;113;9.852,14;22.675,46;1;4G;05-07-2022 01:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);573,9;13,68;1;AVAILABLE;239;5.242.880;33,39;39,28;0;1,99;0;0;13,51;102.400;51.200;3;32;1.203.315;5.505.438;6.708.753;10;9;1.484,18;43;122;41;152;52;17,72;0;200;32;10;9;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-108;-9;6;6_7;1.203.315;5.505.438;6.708.753;3.467;12.704,88;27.346,74;1;4G;05-07-2022 06:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);573,9;14,14;1;AVAILABLE;459;2.097.152;36,34;47,9;0,01;8,5;0;0;18,45;102.400;51.200;1;26;1.171.650;2.294.187;3.465.837;0;9;5.276,27;67;244;105;310;45;25,52;10;200;32;10;5;60;;200;30;3;1;20000;A;-34,17;-70,68;-114;-15;17;17_18;1.171.650;2.294.187;3.465.837;2.370;12.154,46;7.123,55;0;4G;05-07-2022 17:00:00.000000
63vtx6k;524.584,00;3.300;2600 MHz (Band 7);571,5;20;1,62;AVAILABLE;405;2.097.152;35,56;43,01;0;4,05;0;0;24,26;102.400;51.200;4;59;1.305.269;5.570.131;6.875.400;-1;1;0;48;284;33;266;40;28,73;0;200;32;10;15;60;;200;30;3;2;;A;-34,18;-70,69;-82;-11;23;23_24;1.305.269;5.570.131;6.875.400;508;7.256,07;13.267,13;1;4G;05-07-2022 23:00:00.000000
63vtxec;524.584,00;3.300;2600 MHz (Band 7);550,72;8;8,92;AVAILABLE;487;5.242.880;34,74;39,39;0,02;1,61;0;0;40,01;10.911;15.000;4;47;1.274.379;5.782.297;7.056.676;3;13;6.094,46;29;329;31;296;32;44,23;0;200;32;10;243;60;;200;30;3;2;10000, 10000, 20000;A;-34,17;-70,68;-93;-14;19;19_20;1.274.379;5.782.297;7.056.676;92;13.266,24;10.308,12;1;4G;06-07-2022 19:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);572,7;15,22;2,6;AVAILABLE;192;2.097.152;35,22;40,85;0;2,1;0;0;13,67;102.400;51.200;3;35;1.227.961;2.262.079;3.490.040;10;9;1.484,18;108;196;29;137;54;17,19;0;200;32;10;15;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-105;-8;6;6_7;1.227.961;2.262.079;3.490.040;4.255;11.339,57;39.028,26;1;4G;07-07-2022 06:00:00.000000
63vtx5y;12.994,00;1.125;1900 MHz (Band 2);556,8;29,01;1;AVAILABLE;212;2.097.152;36,54;38,44;0,03;1,38;0;0;9,96;30.000;15.000;4;52;1.232.094;2.692.437;3.924.531;4;8;0,35;58;164;27;176;26;17,73;0;200;32;10;15;60;;200;30;3;10;15000, 20000;C;-34,17;-70,7;-88;-12;6;6_7;1.232.094;2.692.437;3.924.531;383;20.882,10;53.066,59;1;4G;08-07-2022 06:00:00.000000
63vtx7t;12.994,00;3.100;2600 MHz (Band 7);562,8;41,19;4,91;AVAILABLE;1.442;2.097.152;35,67;51,82;0,05;8,06;0;0;12,43;30.000;15.000;3;37;1.474.243;2.893.183;4.367.426;9;9;0;115;279;43;1.115;34;37,96;0;200;32;10;20;60;;200;30;3;3;15000, 20000;C;-34,17;-70,69;-103;-11;10;10_11;1.474.243;2.893.183;4.367.426;792;2.035,25;1.442,97;0;4G;08-07-2022 10:00:00.000000
63vtxec;524.584,00;3.300;2600 MHz (Band 7);563,7;18,77;1;AVAILABLE;214;2.097.152;34,96;40,44;0;1,84;0;0;7,67;11.140;15.000;4;48;1.297.491;2.657.248;3.954.739;-3;13;4.869,94;35;189;39;148;24;12,8;30;200;32;10;60;60;;200;30;3;2;10000, 10000, 20000;A;-34,17;-70,68;-92;-16;12;12_13;1.297.491;2.657.248;3.954.739;146;12.780,08;9.135,20;0;4G;08-07-2022 12:00:00.000000
63vtx6k;524.584,00;3.300;2600 MHz (Band 7);571,4;4,35;1,13;AVAILABLE;394;2.097.152;34,97;54;0,09;10,09;0;0;10,43;102.400;51.200;4;58;1.216.722;5.400.460;6.617.182;5;1;4.896,21;71;246;48;265;45;41,43;0;200;32;10;14;60;;200;30;3;2;;A;-34,18;-70,69;-86;-18;13;13_14;1.216.722;5.400.460;6.617.182;101;7.999,31;8.493,47;0;4G;08-07-2022 13:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,4;34,4;5,18;AVAILABLE;205;5.242.880;36,01;40,57;0,03;3,12;0;0;8,32;102.400;51.200;3;36;1.399.416;7.217.260;8.616.676;8;6;0;68;197;34;130;30;13,5;0;200;32;10;5;60;;200;30;3;3;;A;-34,17;-70,68;-104;-20;18;18_19;1.399.416;7.217.260;8.616.676;804;4.608,69;12.622,06;1;4G;08-07-2022 18:00:00.000000
63vtx3x;524.584,00;3.300;2600 MHz (Band 7);579;13,31;1,49;AVAILABLE;265;2.097.152;37,96;48,69;0,03;6,11;0;0;15,81;8.693;15.000;2;30;1.335.675;4.871.863;6.207.538;3;4;0;43;126;29;172;42;29,26;0;200;32;10;6;60;;200;30;3;1;;A;-34,18;-70,69;-110;-13;19;19_20;1.335.675;4.871.863;6.207.538;483;11.755,17;10.199,59;1;4G;08-07-2022 19:00:00.000000
63vtxdf;524.584,00;1.000;1900 MHz (Band 2);573,7;13,64;1;AVAILABLE;371;2.097.152;33,84;36,88;0;2,64;0;0;7,2;102.400;51.200;2;28;1.298.956;2.427.783;3.726.739;1;9;4.869,94;22;119;27;147;29;9,04;0;200;32;10;14;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-112;-15;12;12_13;1.298.956;2.427.783;3.726.739;489;11.196,24;17.681,62;1;4G;09-07-2022 12:00:00.000000
63vtx7m;16.789,00;1.425;1800+ MHz (Band 3);565,3;18,56;1,89;AVAILABLE;165;5.242.880;33,67;39,83;0,01;3,56;0;0;17,5;15.392;24.745;4;45;1.274.395;6.116.412;7.390.807;15;0;0;34;214;27;121;27;23,18;0;200;32;10;243;60;;200;30;3;1;;B;-34,17;-70,69;-95;-10;12;12_13;1.274.395;6.116.412;7.390.807;1.954;21.529,08;37.255,16;1;4G;09-07-2022 12:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,4;24,9;3,94;AVAILABLE;252;5.242.880;36,9;42,54;0,01;2,85;0;0;10,79;102.400;51.200;2;22;1.233.891;5.440.687;6.674.578;7;5;134,77;57;206;46;162;66;20,83;0;200;32;10;5;60;;200;30;3;2;;A;-34,17;-70,68;-118;-14;5;5_6;1.233.891;5.440.687;6.674.578;4.970;7.601,26;52.186,54;1;4G;10-07-2022 05:00:00.000000
63vtx7x;12.994,00;3.100;2600 MHz (Band 7);562,9;13,14;1;AVAILABLE;383;2.097.152;37,12;42,13;0,01;3,6;0;0;24,45;30.000;15.000;2;29;1.271.402;2.279.248;3.550.650;-1;4;0;47;202;46;240;41;28,98;0;200;32;10;239;60;;200;30;3;5;20000;C;-34,17;-70,69;-111;-12;9;9_10;1.271.402;2.279.248;3.550.650;30;913,69;7.734,36;0;4G;10-07-2022 09:00:00.000000
63vtx4w;524.584,00;3.300;2600 MHz (Band 7);567,5;700;1;AVAILABLE;245;2.097.152;34,99;43,11;0,02;4,32;0;0;14;30.000;15.000;2;29;1.247.394;2.538.080;3.785.474;2;10;0;25;160;54;162;43;18,27;0;200;32;10;10;60;;200;30;3;1;;A;-34,18;-70,7;-111;-15;11;11_12;1.247.394;2.538.080;3.785.474;226;12.043,54;13.025,49;1;4G;10-07-2022 11:00:00.000000
63vttcu;12.994,00;1.125;1900 MHz (Band 2);538,2;68,4;5,2;AVAILABLE;234;2.097.152;34,41;39,85;0,01;1,86;0;0;11;30.000;15.000;4;45;1.144.985;2.840.661;3.985.646;4;4;0;27;138;28;168;371;15,5;0;200;32;10;19;60;;200;30;3;9;15000;C;-34,18;-70,76;-95;-14;12;12_13;1.144.985;2.840.661;3.985.646;9;10.492,86;13.943,48;1;4G;10-07-2022 12:00:00.000000
63vtxec;524.584,00;3.300;2600 MHz (Band 7);563,7;21,06;1,03;AVAILABLE;242;2.097.152;34,73;40,02;0;2,43;0;0;9,83;12.580;1.437;2;30;1.152.528;2.281.562;3.434.090;7;14;5.115,74;34;212;31;144;52;12,92;0;200;32;10;60;60;;200;30;3;2;10000, 10000, 20000;A;-34,17;-70,68;-110;-13;16;16_17;1.152.528;2.281.562;3.434.090;122;12.740,76;15.811,22;1;4G;10-07-2022 16:00:00.000000
63vtxe6;12.994,00;3.100;2600 MHz (Band 7);568,4;26,01;1,41;AVAILABLE;430;2.097.152;38,44;40,32;0;0,85;0;0;11,17;102.400;51.200;2;72;1.172.866;2.259.683;3.432.549;7;2;0;30;312;30;243;22;14,45;0;200;32;10;111;60;;200;30;3;2;;C;-34,17;-70,68;-68;-8;16;16_17;1.172.866;2.259.683;3.432.549;18;12.973,65;15.774,71;1;4G;11-07-2022 16:00:00.000000
63vtxs5;524.584,00;9.360;700 MHz APT (Band 28);563;11,86;1,12;AVAILABLE;208;2.097.152;34,59;90,69;0,03;9,83;0;0;52,77;30.000;15.000;2;29;1.294.646;8.320.026;9.614.672;-3;15;0;171;667;29;126;141;457,43;0;200;32;10;9;60;;200;30;3;2;;A;-34,17;-70,68;-111;-10;11;11_12;1.294.646;8.320.026;9.614.672;488;3.086,90;1.981,76;0;4G;12-07-2022 11:00:00.000000
63vtxum;524.584,00;3.300;2600 MHz (Band 7);568,4;87,6;9,13;AVAILABLE;286;2.097.152;35,67;42,59;0,02;4,43;2;1;9,52;30.000;15.000;4;53;1.205.593;2.402.246;3.607.839;10;2;0;105;264;59;186;35;16,8;0;200;32;10;10;60;;200;30;3;2;;A;-34,17;-70,67;-87;-15;11;11_12;1.205.593;2.402.246;3.607.839;367;12.566,54;9.746,75;0;4G;12-07-2022 11:00:00.000000
63vtx4e;524.584,00;3.300;2600 MHz (Band 7);567;4,29;4,72;AVAILABLE;293;5.242.880;34,31;42,2;0;4,59;0;0;13,66;102.400;51.200;3;43;1.224.708;5.549.544;6.774.252;7;7;4.717,56;37;191;44;182;69;18,05;0;200;32;10;9;60;;200;30;3;3;;A;-34,18;-70,7;-99;-19;15;15_16;1.224.708;5.549.544;6.774.252;50;8.893,24;14.423,69;1;4G;12-07-2022 15:00:00.000000
63vtxe5;524.584,00;3.300;2600 MHz (Band 7);569,4;24,9;3,31;AVAILABLE;602;2.097.152;38,8;47,13;0,11;7,54;0;0;26,51;102.400;51.200;2;29;1.230.131;2.413.700;3.643.831;1;5;0,03;119;403;66;371;35;32,45;0;200;32;10;6;60;;200;30;3;2;;A;-34,17;-70,68;-111;-17;20;20_21;1.230.131;2.413.700;3.643.831;149;12.824,10;12.747,55;1;4G;12-07-2022 20:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);574,1;13,64;1,17;AVAILABLE;260;2.097.152;36,26;44,1;0,03;6,05;0;0;15,04;102.400;51.200;3;36;1.162.892;2.304.939;3.467.831;12;9;7.147,79;64;190;37;172;43;17,23;0;200;32;10;6;60;;200;30;3;1;20000;A;-34,17;-70,68;-104;-11;8;8_9;1.162.892;2.304.939;3.467.831;750;4.325,91;42.654,64;1;4G;13-07-2022 08:00:00.000000
63vtxdf;524.584,00;1.000;1900 MHz (Band 2);574,1;13,39;1,11;AVAILABLE;211;2.097.152;32,87;38,81;0,01;2,77;0;0;9,35;102.400;51.200;2;26;1.170.421;2.282.232;3.452.653;2;9;0;31;161;31;137;23;16,83;0;200;32;10;15;60;;200;30;3;1;10000, 20000;A;-34,17;-70,68;-114;-13;18;18_19;1.170.421;2.282.232;3.452.653;236;9.539,04;6.990,14;0;4G;13-07-2022 18:00:00.000000
63vtxe7;524.584,00;3.300;2600 MHz (Band 7);564;4;3;AVAILABLE;252;2.097.152;36,71;42,15;0;2,1;0;0;9,85;102.400;51.200;4;57;1.159.110;2.318.423;3.477.533;8;6;0;37;160;36;145;34;14,46;0;200;32;10;6;60;;200;30;3;2;;A;-34,17;-70,68;-87;-17;19;19_20;1.159.110;2.318.423;3.477.533;130;9.605,53;15.939,23;1;4G;13-07-2022 19:00:00.000000
63vtxe5;524.584,00;9.360;700 MHz APT (Band 28);569,4;20;1,42;AVAILABLE;303;2.097.152;34,98;38,62;0,03;2,99;0;0;22,29;102.400;51.200;2;31;1.332.025;2.661.656;3.993.681;2;6;0,01;23;227;26;172;27;25,16;0;200;32;10;246;60;;200;30;3;4;;A;-34,17;-70,68;-109;-14;22;22_23;1.332.025;2.661.656;3.993.681;68;7.466,73;6.743,25;0;4G;13-07-2022 22:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);568,7;28,64;1,7;AVAILABLE;201;2.097.152;34,66;40,39;0,13;3,71;0;0;8,76;28.756;10.567;4;43;1.249.321;3.629.033;4.878.354;0;1;452,41;37;234;42;131;28;12,05;0;200;32;10;8;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-97;-13;23;23_24;1.249.321;3.629.033;4.878.354;8.177;11.538,82;9.931,11;0;4G;13-07-2022 23:00:00.000000
63vtxe5;524.584,00;9.360;700 MHz APT (Band 28);569,4;64,1;6,8;AVAILABLE;244;2.097.152;33,92;37,63;0,03;2,18;0;0;10,25;102.400;51.200;3;33;1.227.144;2.228.432;3.455.576;5;4;0;27;150;39;168;57;12,52;0;200;32;10;9;60;;200;30;3;4;;A;-34,17;-70,68;-107;-12;11;11_12;1.227.144;2.228.432;3.455.576;207;11.381,95;13.387,05;1;4G;14-07-2022 11:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,4;22,23;2,74;AVAILABLE;207;2.097.152;36,34;42,08;0;2,24;0;0;11,73;102.400;51.200;3;39;1.232.653;2.264.563;3.497.216;11;5;0;56;191;39;140;58;16,51;0;200;32;10;5;60;;200;30;3;2;;A;-34,17;-70,68;-101;-16;17;17_18;1.232.653;2.264.563;3.497.216;328;8.076,23;10.497,50;1;4G;14-07-2022 17:00:00.000000
63vtxdf;524.584,00;3.300;2600 MHz (Band 7);574,1;13,35;1;AVAILABLE;273;2.097.152;34,17;40,72;0;2,49;0;0;7,48;30.000;15.000;2;26;1.289.599;2.549.741;3.839.340;-1;9;5.750,98;99;241;28;205;33;13,95;0;200;32;10;58;60;;200;30;3;1;20000;A;-34,17;-70,68;-114;-16;18;18_19;1.289.599;2.549.741;3.839.340;20;11.185,65;10.150,60;1;4G;14-07-2022 18:00:00.000000
63vtwtt;524.584,00;3.300;2600 MHz (Band 7);523,9;36,22;27,52;AVAILABLE;278;2.097.152;36,87;46,13;0,2;6,05;0;0;11,46;30.000;15.000;3;40;1.237.669;3.468.750;4.706.419;0;6;5.115,74;47;219;47;152;78;44,54;0;200;32;10;10;60;;200;30;3;1;10000, 20000;A;-34,16;-70,72;-100;-15;16;16_17;1.237.669;3.468.750;4.706.419;158;11.714,76;18.775,42;1;4G;15-07-2022 16:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,4;20;1,99;AVAILABLE;165;2.097.152;32,68;34,88;0,03;1,31;0;0;7,25;102.400;51.200;4;43;1.146.953;2.331.220;3.478.173;18;5;4.869,94;83;191;23;100;35;11,45;0;200;32;10;14;60;;200;30;3;2;;A;-34,17;-70,68;-97;-13;12;12_13;1.146.953;2.331.220;3.478.173;652;11.495,04;19.221,90;1;4G;16-07-2022 12:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,4;20,1;2,39;AVAILABLE;252;2.097.152;39,14;44,81;0,06;4,04;0;0;10,32;102.400;51.200;3;35;1.085.393;2.209.487;3.294.880;6;5;0;54;198;44;175;33;14,51;0;200;32;10;3;60;;200;30;3;2;;A;-34,17;-70,68;-105;-18;15;15_16;1.085.393;2.209.487;3.294.880;196;11.687,80;10.471,95;1;4G;16-07-2022 15:00:00.000000
63vtx64;524.584,00;3.300;2600 MHz (Band 7);572,5;2,5;5,37;AVAILABLE;352;2.097.152;34;45,12;0,48;8,18;0;0;13,04;30.000;15.000;4;66;1.261.532;2.556.001;3.817.533;11;0;0;54;541;33;208;72;22,41;0;200;32;10;5;60;;200;30;3;1;;A;-34,18;-70,69;-74;-14;17;17_18;1.261.532;2.556.001;3.817.533;188;13.383,17;7.136,90;0;4G;16-07-2022 17:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);569;42,5;3,08;AVAILABLE;287;2.097.152;34,24;42,31;0,01;5,63;9;0;22,61;28.388;10.567;4;46;1.157.354;2.249.407;3.406.761;17;1;5.750,98;33;243;51;196;70;30,95;0;200;32;10;15;60;;200;30;3;2;15000, 20000;B;-34,18;-70,69;-94;-11;18;18_19;1.157.354;2.249.407;3.406.761;2.558;17.616,60;27.268,03;1;4G;16-07-2022 18:00:00.000000
63vtx6d;12.994,00;3.100;2600 MHz (Band 7);566,7;5,21;2,74;AVAILABLE;188;2.097.152;35,68;37,61;0,01;1,15;0;0;10,74;21.814;7.574;4;57;1.146.654;2.303.124;3.449.778;2;1;0;24;132;28;95;31;14,74;0;200;32;10;239;60;;200;30;3;8;15000, 15000, 20000;C;-34,18;-70,69;-83;-11;18;18_19;1.146.654;2.303.124;3.449.778;11;12.714,60;42.905,65;1;4G;16-07-2022 18:00:00.000000
63vtxe5;524.584,00;1.000;1900 MHz (Band 2);569,4;42,5;4,15;AVAILABLE;164;2.097.152;34,05;36,65;0,03;1,99;0;0;7,26;102.400;51.200;4;42;1.356.191;6.425.501;7.781.692;20;5;1.484,18;82;179;24;107;25;10,12;0;200;32;10;12;60;;200;30;3;2;;A;-34,17;-70,68;-98;-9;6;6_7;1.356.191;6.425.501;7.781.692;196;11.872,77;62.630,96;1;4G;17-07-2022 06:00:00.000000
63vtx6d;12.994,00;3.100;2600 MHz (Band 7);556,83;9,65;4;AVAILABLE;205;2.097.152;35,61;37,81;0;1,34;0;0;12,82;102.400;51.200;4;56;1.122.258;2.285.956;3.408.214;6;1;3,18;51;187;27;151;61;19,07;0;200;32;10;241;60;;200;30;3;3;;C;-34,18;-70,69;-93;-9;18;18_19;1.122.258;2.285.956;3.408.214;18;11.900,30;16.066,61;1;4G;17-07-2022 18:00:00.000000
63vtxe7;524.584,00;3.300;2600 MHz (Band 7);569,3;18,12;1;AVAILABLE;273;2.097.152;36,57;44,67;0,07;6,14;0;0;12,92;30.000;15.000;4;45;1.155.111;14.357.824;15.512.935;5;5;2,33;81;232;35;173;51;26,13;0;200;32;10;117;60;;200;30;3;5;10000, 20000;A;-34,17;-70,68;-95;-17;8;8_9;1.155.111;14.357.824;15.512.935;41;16.320,05;34.004,03;1;4G;18-07-2022 08:00:00.000000
63vtx3x;524.584,00;1.000;1900 MHz (Band 2);579,1;16,2;1;AVAILABLE;261;2.097.152;34,58;42,11;0,06;4,93;0;0;8,78;19.177;5.078;4;43;1.485.718;2.423.503;3.909.221;8;4;0;108;234;29;132;32;11,99;0;200;32;10;10;60;;200;30;3;3;;A;-34,18;-70,69;-97;-13;13;13_14;1.485.718;2.423.503;3.909.221;482;15.799,01;7.978,63;0;4G;18-07-2022 13:00:00.000000
63vtx6s;16.789,00;66.961;1700 MHz Extended AWS (Band 66);569;39,6;2,36;AVAILABLE;314;2.097.152;34,14;39,93;0,03;2,16;0;0;18,85;28.396;10.567;4;48;1.245.628;3.416.585;4.662.213;5;1;6.094,46;89;273;42;183;37;26,2;0;200;32;10;15;60;;200;30;3;3;15000, 20000;B;-34,18;-70,69;-92;-16;19;19_20;1.245.628;3.416.585;4.662.213;1.190;11.662,93;14.721,30;1;4G;18-07-2022 19:00:00.000000
63vtx6v;12.994,00;3.100;2600 MHz (Band 7);568,9;29,41;1,14;AVAILABLE;217;2.097.152;36,64;41,41;0,01;3,35;0;0;25,78;11.472;31.320;4;61;1.435.063;6.375.023;7.810.086;6;1;0,74;122;325;32;156;37;29,01;0;200;32;10;241;60;;200;30;3;2;;C;-34,17;-70,69;-79;-12;15;15_16;1.435.063;6.375.023;7.810.086;117;21.190,14;7.132,78;0;4G;20-07-2022 15:00:00.000000
63vtx6d;12.994,00;1.125;1900 MHz (Band 2);569,2;39,77;2,2;AVAILABLE;588;5.242.880;33,52;37,88;0;3,61;0;0;12,25;102.400;51.200;2;58;1.256.416;6.210.363;7.466.779;10;0;0;52;713;313;517;39;48,21;10;200;32;10;15;60;;200;30;3;5;;C;-34,18;-70,69;-85;-12;16;16_17;1.256.416;6.210.363;7.466.779;77;19.893,01;7.548,89;0;4G;20-07-2022 16:00:00.000000
